ENSMUSG00000028180	Zranb2
MGI:3645468	Vmn2r28
ENSMUSG00000062797	l7Rn6
MGI:1925060	A930015D03Rik
MGI:2685936	Plpp4
MGI:5593169	Gm34010
ENSMUSG00000062793	Olfr1158
MGI:2149051	Skl2
ENSMUSG00000062791	Gm382
MGI:2384814	Trim41
ENSMUSG00000062421	Arf2
MGI:5592696	Gm33537
MGI:1925310	4930593C16Rik
MGI:5592690	Gm33531
MGI:2384811	Kbtbd2
MGI:2384812	Lpcat1
MGI:3648721	Gm6221
ENSMUSG00000019066	Rab3d
MGI:5530711	Mir7220
MGI:3781631	Gm3455
MGI:2384818	Mtss1
MGI:2384819	Pla2g4b
MGI:5530710	Mir6359
MGI:5011722	Gm19537
ENSMUSG00000106465	Mir374c
MGI:5011720	Gm19535
MGI:3648723	Gm4909
MGI:5011726	Gm19541
ENSMUSG00000035498	Cdcp1
MGI:3648724	Gm6082
MGI:5011729	Gm19544
ENSMUSG00000073764	Gm12888
MGI:5624089	Gm41204
ENSMUSG00000101731	3830432H09Rik
ENSMUSG00000101734	4933400C23Rik
MGI:3647510	Gm6122
MGI:5624081	Gm41196
ENSMUSG00000042372	Dmrt3
ENSMUSG00000055891	Ubl4b
MGI:5624082	Gm41197
ENSMUSG00000055897	Ppp4r1l-ps
MGI:5624084	Gm41199
ENSMUSG00000055895	Oosp2
MGI:5624086	Gm41201
MGI:96247	Hsp90ab1
MGI:96246	Hspa9-ps1
MGI:96245	Hspa9
MGI:96244	Hspa1a
MGI:96243	Hspa2
MGI:96242	Hspd1
MGI:96241	Hsp25-ps1
MGI:96240	Hspb1
MGI:2442483	Usp37
MGI:96249	Hsp84-3
MGI:96248	Hsp84-2
MGI:3782725	Gm4541
MGI:3782724	Gm4540
MGI:2685399	Gm553
MGI:3782726	Vmn1r130
ENSMUSG00000040978	Gm11992
ENSMUSG00000097152	Gm26515
MGI:2177503	Olfr120
MGI:2685391	Usp49
MGI:3802147	Gm16221
MGI:2685397	Rc3h1
MGI:2685396	Gm550
MGI:2685394	A730049N16Rik
MGI:1337033	222B5S
MGI:1337031	51T
MGI:1337030	48T
MGI:1925065	A930024O17Rik
MGI:1337036	8T
MGI:1337035	222B5T
MGI:5593205	Gm34046
ENSMUSG00000098264	Mir6414
MGI:3650254	Zfp683
MGI:1337039	16.MMHAP64FLF1.seq
MGI:1337038	38T
MGI:3650251	Gm13035
MGI:2135897	D1Jor1
MGI:3650253	Gm11231
MGI:3650252	Gm13034
MGI:5589797	Gm30638
MGI:5623360	Gm40475
MGI:5623363	Gm40478
MGI:5623362	Gm40477
ENSMUSG00000031918	Mtmr2
ENSMUSG00000031919	Tmed6
MGI:2154433	Cbln4
MGI:3643607	Gm7820
MGI:5623369	Gm40484
MGI:5623368	Gm40483
ENSMUSG00000031917	Nip7
ENSMUSG00000031910	Has3
MGI:2677212	Bend3
ENSMUSG00000031913	Vps4a
ENSMUSG00000049349	Gm5105
MGI:5531005	Mir7071
ENSMUSG00000023120	Gm853
ENSMUSG00000038637	Lrrc56
MGI:5595640	Gm36481
MGI:5595641	Gm36482
MGI:5595646	Gm36487
ENSMUSG00000038633	Degs1
ENSMUSG00000038630	Zkscan16
MGI:2157521	Hpcal4
MGI:5594196	Gm35037
MGI:5594598	Gm35439
MGI:4439533	Ighv5-17
ENSMUSG00000030359	Pzp
MGI:2685028	Rdh8
MGI:4439536	Ighv4-1
MGI:5594591	Gm35432
MGI:2685024	Tmem231
ENSMUSG00000030357	Fkbp4
MGI:5594592	Gm35433
ENSMUSG00000030351	Tspan11
ENSMUSG00000030350	Prmt8
ENSMUSG00000030353	Tead4
ENSMUSG00000030352	Tspan9
MGI:3629642	Mir684-2
MGI:5010198	Gm18013
MGI:3629649	Mir455
ENSMUSG00000104813	Mir451b
MGI:5594191	Gm35032
MGI:103607	Is(1;11)2H
ENSMUSG00000099237	Mir7216
ENSMUSG00000073460	Pnldc1
MGI:103606	Is(1;11)2H
ENSMUSG00000096421	Gm10100
ENSMUSG00000107070	Gm35191
MGI:103605	In(1)49Rk
ENSMUSG00000073468	Sft2d1
MGI:4360223	Snora24
MGI:103604	In(1)46Rk
MGI:5592348	Gm33189
MGI:5592349	Gm33190
ENSMUSG00000049694	BC048671
MGI:103603	In(1)38Rk
MGI:5592344	Gm33185
ENSMUSG00000049690	Nckap5
ENSMUSG00000049691	Nkx3-2
ENSMUSG00000049692	Tmem239
MGI:104654	Atoh1
MGI:1923001	Ipo4
MGI:1923000	Slc10a6
MGI:5012117	Gm19932
MGI:1923005	9030420N05Rik
MGI:1923004	9030607L02Rik
ENSMUSG00000035329	Fbxo33
MGI:1923009	9130011L11Rik
MGI:1923008	9130401M01Rik
ENSMUSG00000035325	Sec31a
MGI:5590677	Gm31518
MGI:2442138	6030432P03Rik
ENSMUSG00000070605	Gm13251
ENSMUSG00000026950	Neb
MGI:96938	Mcpt2
ENSMUSG00000075707	Dio3
ENSMUSG00000075706	Gpx4
ENSMUSG00000075701	Vimp
ENSMUSG00000023707	Ogfod2
ENSMUSG00000075703	Ept1
MGI:1861434	Ctsf
ENSMUSG00000026958	Dpp7
ENSMUSG00000026959	Grin1
MGI:96933	Mch
MGI:96932	Mcf2
MGI:5623941	Gm41056
MGI:96934	Mclr
MGI:96937	Mcpt1
MGI:2146264	BB157357
ENSMUSG00000056812	St8sia3
ENSMUSG00000043068	Fam89a
ENSMUSG00000065480	Mir133b
MGI:3052079	Hipp5
MGI:3052078	Grv
ENSMUSG00000056815	Gm6812
ENSMUSG00000043061	Tmem18
ENSMUSG00000032726	Bmp8a
MGI:3052077	Hipp4
MGI:3052076	Hipp3
ENSMUSG00000043065	Spice1
ENSMUSG00000070604	Vsig10l
ENSMUSG00000043067	Dpy19l1
ENSMUSG00000043066	Vmn1r66
ENSMUSG00000022257	Laptm4b
MGI:5622011	Gm39126
ENSMUSG00000029287	Tgfbr3
ENSMUSG00000029286	Enam
ENSMUSG00000029281	Smr2
MGI:99229	D0Hgu4
ENSMUSG00000029283	Cdc7
ENSMUSG00000029282	Amtn
MGI:99224	D0Hgu14
MGI:99225	D0Hgu15
MGI:99226	D0Hgu16
MGI:99227	D0Hgu2
MGI:99220	D0Hgu10
ENSMUSG00000029288	Ambn
MGI:99222	D0Hgu12
MGI:99223	D0Hgu13
MGI:2685561	Gm715
MGI:3526938	W10q11
ENSMUSG00000031007	Atp6ap2
ENSMUSG00000031004	Mki67
MGI:98578	Tcrb
MGI:98577	Tcra-VBWB
MGI:98576	Tcra-VBMB
MGI:98575	Tcra-VBMA
MGI:98574	Tcra-VA10
MGI:98573	Tcra-V9
MGI:3526931	W10q10
MGI:98571	Tcra-V7
MGI:103611	Rb(1.2)5H
MGI:5011350	Gm19165
MGI:5595772	Gm36613
MGI:5011357	Gm19172
MGI:3650954	Gm13791
MGI:3647180	Defb43
ENSMUSG00000062328	Rpl17
ENSMUSG00000095797	Gm8246
MGI:5011356	Gm19171
MGI:1859778	Hif3a
ENSMUSG00000028882	Ppp1r8
ENSMUSG00000028883	Sema3a
ENSMUSG00000028884	Rpa2
ENSMUSG00000028885	Smpdl3b
ENSMUSG00000028886	Eya3
ENSMUSG00000028889	Yrdc
MGI:5011354	Gm19169
ENSMUSG00000034636	Zyg11b
MGI:2142823	BB014433
ENSMUSG00000034634	Ly6d
ENSMUSG00000048562	Sp8
MGI:2143725	AU016128
MGI:2143724	AU015740
MGI:2143727	AU017962
MGI:2143721	AU015253
MGI:2143720	AU015148
ENSMUSG00000102416	4933424G06Rik
MGI:2143722	AU015603
MGI:2143729	AU018587
MGI:5011359	Gm19174
ENSMUSG00000096424	Olfr885
MGI:2685563	Pcdh19
MGI:2441984	Lrrc41
ENSMUSG00000029423	Piwil1
ENSMUSG00000029422	Rsrc2
MGI:3705438	Gm14665
MGI:3705439	Gm15026
ENSMUSG00000029427	Zcchc8
MGI:3705434	Gm15195
ENSMUSG00000029428	Stx2
MGI:3705436	Gm14999
MGI:98729	Tgfbr2
MGI:3705430	Gm14520
MGI:3705431	Gm14913
MGI:3705432	Gm14987
MGI:3705433	Gm14057
MGI:3646616	Gm7050
MGI:1920354	3110005L21Rik
ENSMUSG00000035580	Kcnh8
ENSMUSG00000035585	Tsen34
MGI:4413975	n-TKctt28
ENSMUSG00000098075	Gm26994
MGI:5593906	Gm34747
MGI:104749	Osm
MGI:104748	Peg3
MGI:5593903	Gm34744
ENSMUSG00000025701	Alox5
ENSMUSG00000025702	March8
MGI:5593900	Gm34741
MGI:104743	Kcnj4
MGI:104742	Kcnj3
MGI:104741	Nfkbia
ENSMUSG00000034987	Hrh2
MGI:104747	Pkia
MGI:104745	Sez6
MGI:104744	Kcnj2
MGI:109595	Ccndbp1
ENSMUSG00000021635	Rad17
MGI:1861305	Fntb
MGI:2183450	Uts2r
MGI:109591	Nfic
ENSMUSG00000032679	Cd59a
ENSMUSG00000066382	Iqcf5
MGI:2183454	Rab40c
MGI:5621816	Gm38931
MGI:1934860	Lztfl1
MGI:109599	Has3
MGI:109598	Hsd3b6
ENSMUSG00000032673	Prorsd1
ENSMUSG00000032586	Traip
MGI:3780143	Gm1974
ENSMUSG00000032584	Mst1r
MGI:3645690	Gm5741
ENSMUSG00000032582	Rbm6
ENSMUSG00000032583	Mon1a
ENSMUSG00000074155	Klk5
MGI:1920874	1700123O12Rik
MGI:5622009	Gm39124
ENSMUSG00000064023	Klk8
ENSMUSG00000032589	Bsn
MGI:5624204	Gm41319
MGI:5590350	Gm31191
MGI:5011277	Gm19092
MGI:3780140	Gm1972
MGI:5594880	Gm35721
MGI:3645695	Gm8661
MGI:1922839	2310043L19Rik
MGI:1922838	2310074N15Rik
MGI:3718577	Mir92b
MGI:1922836	Krtap9-3
MGI:5594092	Gm34933
MGI:1922834	2310030A07Rik
MGI:1922833	2310036O22Rik
MGI:1922832	2310035C23Rik
MGI:1922831	Yipf7
MGI:1922830	Zbtb4
MGI:5434734	Gm21379
MGI:5593367	Gm34208
ENSMUSG00000042002	Foxn4
ENSMUSG00000046186	Cd109
ENSMUSG00000045052	Prlhr
ENSMUSG00000045053	Kcng3
MGI:3705337	Gm15186
MGI:5590454	Gm31295
MGI:5590455	Gm31296
MGI:5590457	Gm31298
MGI:5590450	Gm31291
MGI:5590451	Gm31292
MGI:5590452	Gm31293
MGI:5590453	Gm31294
MGI:5012203	Gm20018
MGI:3713739	Pbwg1.4
MGI:93342	D5Mit41
MGI:2444418	Scara3
MGI:2444415	Cyb5r2
MGI:5593363	Gm34204
MGI:2444417	Sh3tc2
MGI:5010241	Gm18056
MGI:2444413	Sdk1
MGI:2444412	Phf20l1
MGI:2661416	Snx13
MGI:2442153	Gak
MGI:2442150	9330168O09Rik
MGI:103617	Rb(1.3)1Ei
MGI:2442156	9930038B18Rik
MGI:2661413	Scon1
ENSMUSG00000091962	Vmn2r78
MGI:2145182	AI043046
MGI:2145181	Zfyve16
MGI:2442159	Irf2bp1
MGI:3782341	Gm4165
MGI:5589877	Gm30718
MGI:5621813	Gm38928
MGI:5594094	Gm34935
ENSMUSG00000026753	Ppp6c
ENSMUSG00000077981	Mir466f-3
MGI:5591049	Gm31890
ENSMUSG00000065061	Gm12238
MGI:2443825	D830016K09Rik
MGI:2443824	B130024M06Rik
MGI:2443827	D230015J17Rik
ENSMUSG00000086199	Bcas3os1
MGI:94308	D8Mit129
MGI:3639901	Bwtn2
MGI:2443823	A430106G13Rik
MGI:2443822	Pigz
MGI:94304	D8Mit125
MGI:94305	D8Mit126
MGI:94306	D8Mit127
MGI:3639908	Org2
MGI:94301	D8Mit122
ENSMUSG00000033983	Coil
MGI:94303	D8Mit124
MGI:5621812	Gm38927
MGI:5590325	Gm31166
MGI:5593369	Gm34210
ENSMUSG00000077980	Mir654
MGI:5593368	Gm34209
MGI:3612406	I830127L07Rik
MGI:2178798	Vps54
MGI:5530738	Mir6380
MGI:3645228	Ighv1-67
MGI:2150889	D7Tem8
MGI:2178792	L1Md-Gf26
MGI:2178793	L1Md-Gf27
MGI:2178790	L1Md-Gf23
MGI:2139806	Spg20
MGI:2178796	L1Md-Gf46
MGI:2178797	L1Md-Gf56
MGI:2178794	L1Md-Gf36
MGI:2178795	L1Md-Gf43
MGI:1921338	Them7
MGI:5010708	Gm18523
MGI:3845761	Methig1
MGI:3643268	Gm9390
MGI:3612704	A930003O13Rik
MGI:1921331	Cep350
MGI:1921330	Nmnat3
MGI:1921333	4933411K05Rik
MGI:1921335	4933414I06Rik
MGI:1921334	4933408A14Rik
MGI:1921337	Slc7a13
MGI:1921336	4933411D12Rik
MGI:2141060	AU022245
MGI:3705855	Defa-ps6
MGI:5562785	Mir6384
MGI:2443194	Harbi1
MGI:2444509	Leng9
ENSMUSG00000043131	Mob1a
MGI:5588892	Gm29733
MGI:102373	D15Mit231
ENSMUSG00000075284	Wipf1
ENSMUSG00000075289	Carns1
MGI:3612702	C130026I21Rik
MGI:5623877	Gm40992
MGI:3836251	Gm14139
MGI:3650861	Gm14032
MGI:99069	Xmv22
MGI:91954	D2Mit1
MGI:5434039	Gm21875
MGI:1926094	B230206I08Rik
MGI:5434037	Gm21873
MGI:5434036	Gm21872
MGI:5434035	Gm21871
MGI:2141067	AU022537
MGI:5434033	Gm21869
MGI:5434032	Gm21868
ENSMUSG00000064302	Clasp1
MGI:5521062	Gm27219
ENSMUSG00000024941	Scyl1
ENSMUSG00000024940	Ltbp3
ENSMUSG00000024943	Smc5
ENSMUSG00000024942	Capn1
ENSMUSG00000024947	Men1
ENSMUSG00000074220	Zfp382
ENSMUSG00000024949	Sf1
ENSMUSG00000024948	Map4k2
MGI:2441753	Rab42
MGI:3691597	Nhil1
MGI:1926090	C330020G15Rik
MGI:1924864	C030044M21Rik
ENSMUSG00000079614	Seh1l
MGI:1924862	C030038I04Rik
MGI:1924863	Prss36
MGI:1924860	C330002G04Rik
MGI:3708775	Gm9939
MGI:2444507	Cilp
MGI:3781811	Gm3635
ENSMUSG00000059534	Uqcr10
MGI:1924868	C030047K22Rik
MGI:1924869	Prelid2
MGI:5012364	Gm20179
ENSMUSG00000087433	Gm14167
ENSMUSG00000051727	Kctd14
ENSMUSG00000051726	Kcnf1
ENSMUSG00000051721	BC068281
MGI:2444505	Marf1
MGI:97659	Pmv34
MGI:97658	Pmv33
MGI:97657	Pmv32
MGI:97656	Pmv31
MGI:97655	Pmv30
ENSMUSG00000079610	Ankrd39
MGI:97653	Pmv29
ENSMUSG00000051728	4930563D23Rik
MGI:97651	Pmv27
MGI:97650	Pmv26
MGI:5434780	Gm21425
MGI:5434783	Gm21428
MGI:5434782	Gm21427
MGI:5434785	Gm21430
MGI:5434787	Gm21432
MGI:5621819	Gm38934
MGI:1926099	B430010I23Rik
MGI:2137211	Mrpl9
MGI:1926098	B230219J02Rik
MGI:2441982	Aldh5a1
ENSMUSG00000005615	Pcyt1a
MGI:5593372	Gm34213
ENSMUSG00000005611	Mrvi1
MGI:5623626	Gm40741
MGI:1920683	1700048O14Rik
MGI:3644575	Gm5750
MGI:3644574	Gm6483
ENSMUSG00000033967	Rnf225
MGI:3644576	Igkv1-108
MGI:3644571	Gm8725
MGI:1920680	1700049G17Rik
MGI:5593988	Gm34829
MGI:5012096	Gm19911
MGI:1920681	1700052K11Rik
MGI:5621818	Gm38933
MGI:2387373	Sluc28
MGI:4413978	n-TMcat1
MGI:3651416	Gm14008
MGI:1920687	1700064F23Rik
ENSMUSG00000040576	Wbscr28
MGI:3708772	Gm9911
MGI:5295671	Gm20564
MGI:2137218	Mrpl13
ENSMUSG00000040570	Rundc3b
ENSMUSG00000051098	Mblac2
MGI:3705447	Gm15267
ENSMUSG00000051095	Olfr986
MGI:1920685	Tex35
MGI:5593987	Gm34828
MGI:5590356	Gm31197
MGI:2147858	AI256676
MGI:5623619	Gm40734
MGI:3801828	Gm16149
MGI:3801829	Gm16148
MGI:5295674	Gm20567
ENSMUSG00000041343	Ankrd42
MGI:2442224	B230334C09Rik
ENSMUSG00000046932	Vmn1r193
ENSMUSG00000046934	Csl
MGI:3801827	Gm16150
MGI:5590241	Gm31082
MGI:1355553	Atoh7
ENSMUSG00000099326	Mir21c
ENSMUSG00000041346	Wrap53
MGI:2442227	C130031E09Rik
MGI:2385618	Mmrn2
ENSMUSG00000049098	Olfr147
MGI:1933201	Pdxk-ps
ENSMUSG00000026548	Slamf9
ENSMUSG00000026542	Apcs
ENSMUSG00000089704	Galnt2
ENSMUSG00000026547	Tagln2
ENSMUSG00000026546	Cfap45
ENSMUSG00000026544	Dusp23
MGI:4413963	n-TKctt16
ENSMUSG00000059395	Nkapl
ENSMUSG00000059397	Olfr54
MGI:1920523	1700041I07Rik
MGI:1920521	1700029K24Rik
MGI:1920520	1700024F13Rik
MGI:3647174	Gm5630
MGI:5623322	Gm40437
ENSMUSG00000031422	Morf4l2
MGI:1920529	1700023B13Rik
ENSMUSG00000052525	Spdya
MGI:1922019	Pik3cb
MGI:2180557	Rhobtb2
MGI:3645526	Gm5298
ENSMUSG00000107334	Gm7538
ENSMUSG00000061589	Dot1l
MGI:1922011	Mxra8
MGI:1196325	Tspan14
MGI:1196326	Ncald
MGI:1196327	D13Ertd297e
MGI:1196321	D2Ertd397e
MGI:1196322	D13Ertd476e
MGI:1922016	Yipf2
MGI:3031216	Olfr1382
MGI:3031217	Olfr1383
MGI:3031214	Olfr1380
ENSMUSG00000007783	Cpt1c
MGI:3031212	Olfr1378
MGI:107331	D4Ggc3e
MGI:3031210	Olfr1376-ps1
MGI:3031211	Olfr1377
MGI:3780457	Gm2286
MGI:3646615	Gm6223
MGI:3782384	Gm4208
MGI:3031218	Olfr1384
MGI:3031219	Olfr1385
MGI:101050	D14Mit193
MGI:101051	D14Mit192
MGI:101054	D14Mit189
MGI:2441983	D630033L23Rik
MGI:3647971	Gm8399
ENSMUSG00000003617	Cp
MGI:3040202	Cocia11
ENSMUSG00000095804	Olfr824
MGI:5591068	Gm31909
ENSMUSG00000095806	Gm5728
MGI:5530736	Mir7044
MGI:5623008	Gm40123
MGI:5623009	Gm40124
MGI:1917191	2810408I11Rik
MGI:5623000	Gm40115
ENSMUSG00000007107	Atp1a4
MGI:5623002	Gm40117
MGI:5623003	Gm40118
MGI:5623004	Gm40119
MGI:5595070	Gm35911
MGI:5623006	Gm40121
MGI:96400	Idd1
MGI:3510720	Grwtj2
MGI:3510721	Grwtj3
MGI:3510722	Grwtj4
ENSMUSG00000098329	Mir6966
MGI:2685449	Rimbp3
ENSMUSG00000064223	Olfr694
MGI:96402	Idd11
MGI:3647873	Gm5484
MGI:3780498	Gm2328
MGI:5477209	Gm26715
MGI:5590355	Gm31196
MGI:3698880	D630008O14Rik
MGI:3698881	A830092H15Rik
MGI:3651276	Gm11628
ENSMUSG00000084274	Gm12504
MGI:2654206	Defb8
MGI:104619	Gapdh-ps13
MGI:3650808	Gm13427
MGI:5621919	Gm39034
MGI:5595029	Gm35870
MGI:3646644	Gm6576
ENSMUSG00000086228	Ubap1l
ENSMUSG00000043430	Psapl1
MGI:2684085	Mrgpra3
MGI:96408	Idd6
MGI:2178076	Pla2g15
MGI:1346056	Ctage5
MGI:3647179	Gm16440
MGI:3648309	Gm5472
MGI:1349164	Sdc4
MGI:1349165	Sdc2
MGI:3648304	Gm6452
MGI:3648305	Gm6451
MGI:1349160	Sdc-ps2
MGI:1349161	Sdc-rs3
MGI:1349162	Sdc1
MGI:1349163	Sdc3
MGI:894683	Npm3-ps1
MGI:3646222	Gm5771
MGI:3646221	Gm5434
ENSMUSG00000036602	Alx1
MGI:3646227	Rpl10a-ps2
MGI:2153586	Atp5l-ps1
ENSMUSG00000002059	Rab34
ENSMUSG00000002058	Unc119
ENSMUSG00000002057	Foxn1
ENSMUSG00000096144	B020004C17Rik
ENSMUSG00000002055	Spag5
MGI:3646642	Siglec15
ENSMUSG00000002052	Supt6
MGI:4413819	n-TCgca52
MGI:2153588	Ppp1r3a
MGI:5009820	Gm17744
ENSMUSG00000037843	Vstm2l
MGI:1913299	Rogdi
MGI:1913298	Emc6
MGI:1913297	Mrpl54
MGI:1913296	Ndufb5
MGI:5590906	Gm31747
MGI:1913294	Dtd1
MGI:1923764	Tmub1
MGI:1913292	Sostdc1
MGI:1923766	2010001A14Rik
MGI:1913290	Nfu1
MGI:5011642	Gm19457
MGI:5010984	Gm18799
MGI:5580231	Gm29525
ENSMUSG00000021427	Ssr1
MGI:92561	D3Mit89
MGI:5580237	Gm29531
ENSMUSG00000016356	Col20a1
MGI:5591192	Gm32033
MGI:5591190	Gm32031
ENSMUSG00000078640	Gm11627
MGI:4938059	Gm17232
MGI:5591197	Gm32038
MGI:5591194	Gm32035
MGI:94928	Dre
MGI:3801790	Gm16228
MGI:5591198	Gm32039
MGI:5591199	Gm32040
MGI:91187	D18Pas1
ENSMUSG00000106597	Mir7021
MGI:5010651	Gm18466
MGI:1923382	Faxc
MGI:5010653	Gm18468
ENSMUSG00000062074	Wisp3
MGI:5010655	Gm18470
MGI:5010654	Gm18469
MGI:5010657	Gm18472
MGI:1923383	6230400D17Rik
MGI:5010659	Gm18474
MGI:5010658	Gm18473
MGI:2442201	Adap1
MGI:1923380	Las1l
MGI:101946	Car5a
MGI:101947	Hnrnpd
MGI:1924082	Hyls1
MGI:101945	D0Wsu1e
ENSMUSG00000064307	Lrrc51
MGI:1924085	2900052L18Rik
MGI:101940	Arhgdib
MGI:101941	E2f1
MGI:1916827	Fastkd3
ENSMUSG00000064308	2410137M14Rik
MGI:101948	Wnt11
MGI:101949	Rad52
MGI:3647798	Gm5620
MGI:1099835	Skiv2l
ENSMUSG00000098558	Mir7049
MGI:100093	D9Mit230
MGI:3647791	Gm5257
MGI:3647792	Gm7082
MGI:1913676	1810043H04Rik
MGI:3647794	Gm5258
MGI:100096	D9Mit227
MGI:3647796	Gm5723
ENSMUSG00000040423	Rc3h1
MGI:3643088	Vmn2r44
MGI:1891217	Zfp423
MGI:1891214	Lhfpl1
ENSMUSG00000107670	Olfr809
ENSMUSG00000107677	Olfr316
MGI:5591441	Gm32282
ENSMUSG00000107675	Gm30332
MGI:3616441	Cypt1
ENSMUSG00000078131	Krtap1-3
ENSMUSG00000095377	Olfr91
MGI:3643082	Gm8896
MGI:3643084	Gm8894
ENSMUSG00000038836	Agbl3
ENSMUSG00000078137	Ankrd63
MGI:3643087	Pabpc4l
MGI:1916409	Rhebl1
MGI:3650130	Gm14473
MGI:1913438	Sertad1
MGI:3648581	Gm8439
MGI:1913433	Sptssb
MGI:1916400	Snx4
MGI:1913431	Nop10
MGI:1913430	P3h4
MGI:1916405	1810030O07Rik
MGI:3650132	Gm11650
MGI:1913435	1110037F02Rik
MGI:1913434	Rps4l
ENSMUSG00000014195	Dnajc7
MGI:3641793	Gm9993
MGI:2443097	A530079E22Rik
MGI:3641796	Gm10253
MGI:3641797	Gm10773
MGI:3641794	Gm10560
MGI:3705373	Gm15260
MGI:3051265	Dmyaq3
MGI:3644211	Gm5389
ENSMUSG00000056564	Olfr324
MGI:3705375	Gm15359
MGI:3051264	Dmyaq2
MGI:1925689	A930037H05Rik
MGI:1925688	A930028N01Rik
MGI:1925685	A930014E10Rik
MGI:1925684	A930009K04Rik
MGI:1925686	A930018C05Rik
ENSMUSG00000042525	4933428M09Rik
MGI:1925683	A930006K02Rik
ENSMUSG00000091827	Speer4f2
MGI:5590907	Gm31748
MGI:3648899	Igkv11-106
ENSMUSG00000001508	Sgca
MGI:3643337	Gm7754
MGI:5624796	Gm41911
ENSMUSG00000001504	Irx2
MGI:3705135	Gm11476
MGI:3643338	Gm16425
ENSMUSG00000001507	Itga3
MGI:5624357	Gm41472
MGI:3705134	Astx6
MGI:1339365	S1pr3
MGI:1339364	Muc2
MGI:3697429	2310075K07Rik
MGI:1922767	Ccdc34os
MGI:3697423	D930003E18Rik
ENSMUSG00000092066	1700121N20Rik
MGI:3705136	Gm15200
ENSMUSG00000099203	Mir6389
ENSMUSG00000019261	Map1s
ENSMUSG00000092060	Bend4
MGI:1347474	Foxj1
MGI:3036609	Lvic1
MGI:1347476	Foxa2
MGI:1347477	Foxa3
MGI:1347470	Foxf1
MGI:1347471	Foxd2
MGI:1347472	Foxa1
MGI:1347473	Foxd3
MGI:3036600	Vmbic2
MGI:3036601	Vmbic3
ENSMUSG00000096775	Gm5796
MGI:3036603	Vmbic5
MGI:1347478	Foxn2
MGI:1347479	Foxf2
MGI:3036606	Vmbic8
MGI:3042925	Splq8
MGI:1925357	4930425F17Rik
MGI:1925356	4930405L22Rik
MGI:1925354	4833413E03Rik
MGI:1922766	Ttc32
MGI:1925352	8430426J06Rik
MGI:1925351	8430411E10Rik
MGI:1925350	Msantd4
MGI:3802104	Gm16238
MGI:3648896	Gm9293
ENSMUSG00000099200	Mir7019
MGI:5592639	Gm33480
MGI:3802100	Gm14806
MGI:3645376	Gm5948
MGI:1925359	Lrp8os1
MGI:1925358	Particl
ENSMUSG00000029007	Agtrap
MGI:5590719	Gm31560
MGI:2385007	Stk24
MGI:1889642	Elp2
MGI:5590713	Gm31554
ENSMUSG00000038517	Tbkbp1
MGI:5590711	Gm31552
MGI:5590710	Gm31551
MGI:5590717	Gm31558
ENSMUSG00000029005	Draxin
MGI:5590715	Gm31556
ENSMUSG00000030769	Slc5a11
ENSMUSG00000022052	Ppp2r2a
MGI:5624270	Gm41385
MGI:89679	D13Mit140
MGI:1923396	Stx16
MGI:89677	D13Mit139
MGI:89674	D13Mit136
MGI:89675	D13Mit137
MGI:89672	D13Mit134
MGI:102637	Ifi15
ENSMUSG00000010021	Kif19a
MGI:1915179	Ccdc70
MGI:5594119	Gm34960
ENSMUSG00000010025	Aldh3a2
ENSMUSG00000029001	Fbxo44
MGI:1915170	Mak16
MGI:1915171	Ube2f
MGI:1915172	Fam32a
MGI:1915173	Tceb1
MGI:3651608	Gm12376
MGI:1915175	1700066D14Rik
MGI:1915176	Spert
MGI:1915177	1700096J18Rik
MGI:107041	D1Mit531
MGI:107040	D1Mit530
MGI:3581247	Igan3
MGI:5590995	Gm31836
MGI:5589853	Gm30694
MGI:93305	D5Mit226
MGI:107048	D1Mit538
MGI:2147606	Kazald1
MGI:93301	D5Mit222
MGI:93300	D5Mit221
MGI:93303	D5Mit224
MGI:1927851	Gpr85
MGI:1914803	Gstcd
MGI:1914802	H2afy3
MGI:1914801	4933409L14Rik
MGI:1914800	4933416O17Rik
MGI:1914807	Larp6
MGI:1914806	Pigm
MGI:1914805	Mgat4d
MGI:1914804	Slc25a30
MGI:3643405	Gm4780
ENSMUSG00000065952	C330021F23Rik
ENSMUSG00000065954	Tacc1
ENSMUSG00000065956	Gm14850
MGI:91233	D19Mit24
MGI:91232	D19Mit23
MGI:91231	D19Mit22
MGI:91237	D19Mit28
MGI:91236	D19Mit27
MGI:5622971	Gm40086
MGI:91234	D19Mit25
ENSMUSG00000097424	1700030M09Rik
ENSMUSG00000097425	Vmn1r90
MGI:91238	D19Mit29
MGI:5593302	Gm34143
MGI:894653	Npm3
MGI:894652	Usp10
MGI:3650727	Gm12335
MGI:3650726	Gm12293
MGI:894657	Serpinb8
MGI:3696710	Zfp781
ENSMUSG00000054966	Ifltd1
MGI:1922263	4930502E18Rik
MGI:2385650	Hcrtr1
MGI:894659	Hbp1
ENSMUSG00000075552	Cyp3a41b
MGI:2385655	Svet1
MGI:3650728	Gm11501
MGI:2385656	Acsbg1
ENSMUSG00000021504	B4galt7
MGI:2451073	Xylt1
ENSMUSG00000093081	Mir3075
MGI:3030769	Olfr935
MGI:1921261	Slc25a27
ENSMUSG00000041308	Sntb2
ENSMUSG00000041309	Nkx6-2
MGI:3030765	Olfr931-ps1
MGI:3030764	Olfr930
MGI:3030767	Olfr933
MGI:3030766	Olfr932-ps1
MGI:3030761	Olfr927-ps1
