14QII26	SNORD114-26,SNORD114-26
HARP11	ACTR10,ACTR10
RNU61306P	RNU6-1306P
MRXS16	FGD1,FGD1
MRXS15	CUL4B,CUL4B,CUL4B
IMNEPD	PTRH2,PTH,PTH2,PTH2,PTRH2
MRXS13	MECP2,MECP2
LINC01035	LINC01035
MRXS11	RBMX,RBMX
MRXS10	HSD17B10,HSD17B10
TNM4	TENM4,TENM4,TENM4
OR51I2	OR51I2
TNM1	TENM1,TENM1,TENM1
ETF3A	GSPT1,GSPT1
TNM3	TENM3,TENM3,TENM3
TNM2	TENM2,TENM2,TENM2
CFGR	FGR,FGR
LINC01033	LINC01033
RN7SL12P	RN7SL12P
GP135	CNTN1,F3,CNTN1
GP130	LRPPRC,IL6ST
EEF1E1MUTED	EEF1E1-BLOC1S5,EEF1E1-BLOC1S5
RNU6478P	RNU6-478P
RNU626P	RNU6-26P
RBX1	RBX1
IKCA1	KCNN4,IK,KCNN4
HRAY	RAB35,RAB35
CTAG	CTAG1B,CTAG1B
PP125FAK	PTK2,PTK2
MIR18B	MIR18B
HRAS	HRAS
ISPK1	RPS6KA3,RPS6KA3
SCCPDH	SCCPDH
ARCI10	PNPLA1,PNPLA1
RN7SL559P	RN7SL559P
CDYL2	CDYL2
CDYL1	CDYL,CDYL
TAD2	ADAT2,ADAT2
CRGL2	GLDN
TRAPPC6A	TRAPPC6A
PIRT	PIRT
RNU61275P	RNU6-1275P
TCR	TRBV20OR9-2,TRBV20OR9-2
TCS	TCOF1,TCOF1
TCP	SPINK1,SPINK1
TCL	RHOJ,RHOJ
JMJD1A	KDM3A,KDM3A
JMJD1B	KDM3B,KDM3B
TCI	LXN,TCN1
TCF	HNF4A,HNF4A
TCD	CHM,CHM
MIR513A1	MIR513A1
TCB	PKM,PKM
USP30AS1	USP30-AS1
RN5S160	RNA5SP160,RNA5SP160
SNORD1136	SNORD113-6
SNORD1137	SNORD113-7
SNORD1134	SNORD113-4
SNORD1135	SNORD113-5
SNORD1132	SNORD113-2
OR51F1P	OR51F1,OR51F1
SNORD1131	SNORD113-1
PC6A	PCSK5,PCSK5
TC4	RAN,RAN
TC2	PPBP,BTG1,TCN2
MIRN196B	MIR196B,MIR196B,MIR196B
SNORD1138	SNORD113-8
TC1	SLC19A2,PPBP,TCN1,BTG1,C8orf4
MIRN548I1	MIR548I1,MIR548I1,MIR548I1,MIR548I1
OR52I2	OR52I2
OR52I1	OR52I1
MIRN548I2	MIR548I2,MIR548I2,MIR548I2,MIR548I2
HIS1	CLP1,HTN1,HEXIM1
HIS2	HTN3,HTN3
DRAG1	ARAP3,ARAP3
PRO2507	SEC63,SEC63
CCDC102A	CCDC102A
NCRNA00044	SNHG5,SNHG5
TBS19	TBX19,TBX19
IGHV4OR158	IGHV4OR15-8
CCDC102B	CCDC102B
NCRNA00045	EMX2OS,EMX2OS
TCRBV6S2	TRBV6-2,TRBV6-2,TRBV6-2
TCRBV6S3	TRBV6-3,TRBV6-3,TRBV6-3
TCRBV6S1	TRBV6-1,TRBV6-1,TRBV6-1
TCRBV6S6	TRBV6-6,TRBV6-6,TRBV6-6
CDC14B	CDC14B
RCV1	RCVRN,RCVRN
TCRBV6S5	TRBV6-5,TRBV6-5,TRBV6-5
DAGK4	DGKQ,DGKQ
DAGK5	DGKZ,DGKE
DAGK6	DGKZ,DGKE
DAGK7	DGKQ,DGKQ
DAGK1	DGKA,DGKA
DAGK2	DGKB,DGKB
DAGK3	DGKG,DGKG
GPR171	GPR171
ASL13	ATXN2,ATXN2
GPR173	GPR173
PEIG1	GPRC5A,GPRC5A
GPR175	TPRA1,TPRA1
GPR174	GPR174
GPR177	WLS,WLS
GPR176	GPR176
CD49E	ITGA5,ITGA5
CD49D	ITGA4,ITGA4
ZNF40B	HIVEP2,HIVEP2,HIVEP2
CD49F	ITGA6,ITGA6
CD49A	ITGA1,ITGA1
K16	KRT16,KRT16
CD49C	ITGA3,ITGA3
CD49B	ITGA2,ITGA2
K19	KRT19,KRT19
K18	KRT18,KRT18
RNU6412P	RNU6-412P
RALGEF	RALGDS,RALGDS
HUCSADC	GADL1,ADC,GADL1
PROS26	PSMB4
MKNK1AS1	MKNK1-AS1
OR6N1	OR6N1
CTB118N63	CTB-118N6.3
SMC5AS1	SMC5-AS1
HE4	WFDC2,WFDC2
RNU6184P	RNU6-184P
RNY5	RNY5
RNY4	RNY4
RNY3	RNY3
HE1	NPC2,NPC2
RNY1	RNY1
CTCFL	CTCFL
RNU6547P	RNU6-547P
RNU6186P	RNU6-186P
SS18L2	SS18L2
SS18L1	SS18L1
TMPK2	CMPK2,CMPK2
ARNT2	ARNT2
OR6N2	OR6N2
HSET	KIFC1,KIFC1
MYCNAS1	MYCNOS,MYCNOS
HET	SAFB,SLC22A18
PLXNC1	PLXNC1
C13ORF31	LACC1,LACC1
MMDS1	NFU1,NFU1
HEP	DNLZ,EPHB6
C13ORF36	SERTM1,SERTM1
MMDS4	ISCA2,ISCA2
HES	RRBP1,RRBP1
RNU7181P	RNU7-181P
DRDL5813	TTC14,TTC14
C13ORF39	METTL21C,METTL21C
C13ORF38	CCDC169,CCDC169
HEX	HHEX,HHEX
SEC10L1	EXOC5,EXOC5
HED	EDA,HAND2,GJB6
HSAMIR527	MIR527,MIR527
HSAMIR524	MIR524,MIR524,MIR524
HEG	HEG1,HEG1
HSAMIR522	MIR522,MIR522,MIR522
HSAMIR523	MIR523,MIR523,MIR523
HEB	TCF12,TCF12,TCF12
HEC	NDC80,NDC80
TCRBV9S1	TRBV9,TRBV9
HSE1	HPSE,HPSE
SNAT7	SLC38A7,SLC38A7
SNAT6	SLC38A6,NAT1,SLC38A6
UCHL1	UCHL1
UCHL3	UCHL3
HEK	EPHA3,EPHA3
VSD1	GATA4,GATA4
RNU61060P	RNU6-1060P
ZNRF3	ZNRF3
DIC1	DNAI1,DNAI1
ZNRF2	ZNRF2
RARRES2	RARRES2
RARRES3	RARRES3
RARRES1	RARRES1
ZNF400	ZDHHC12,ZDHHC12
K1B	KRT77,KRT77
ZNF403	GGNBP2,GGNBP2
ZNF404	ZNF404
CT4712	CT47A12,CT47A12
ZNF406	ZFAT,ZFAT
ZNF407	ZNF407
MSL3L1	MSL3,MSL3
P33ING1	ING1,ING1
LIN28BAS1	LINC00577
FAAP43	FANCL,FANCL
BHLHA42	ASCL3,ASCL3
HGAA1	GPAA1,GPAA1
ATP6DV	ATP6V0D1,ATP6V0D1
RNU6692P	RNU6-692P
RNU1P10	RNVU1-1,RNVU1-10,RNVU1-1
ERRGAMMA	ESRRG,ESRRG
RNA5SP43	RNA5SP43
MRGPRF	MRGPRF
MIR46792	MIR4679-2
EYCL2	OCA2,OCA2
EYCL3	OCA2,OCA2
RN5S440	RNA5SP440,RNA5SP440
FAM171B	FAM171B
PDE6C	PDE6C
P50BP	ARHGEF7,PAK3,ARHGEF7
HSAMIR544A	MIR544A,MIR544A
PDB5	TNFRSF11B,TNFRSF11B
PDB2	TNFRSF11A,TNFRSF11A
PDB3	SQSTM1,SQSTM1
MIR188	MIR188
SVAS	ELN,ELN
SVAT	SLC18A2,SLC18A2
BA133M91	RORB,RORB
U2AF1RS2	ZRSR2
U2AF1RS3	U2AF1L4
D6S504E	ATXN1,ATXN1
CD72B	CD72,CD72
FRP1	SFRP1,ATR
FRP2	SFRP2,ITGA3
FRP3	FRZB,MYOZ3,FOLR2
MATE2K	SLC47A2
KIAA0247	KIAA0247
LLCDL3	FADS3,FADS3
LLCDL2	FADS2,FADS2
LLCDL1	FADS1,FADS6,FADS1
EFCAB5	EFCAB5
PPP6R2	PPP6R2
PPP6R3	PPP6R3
UNQ473	CXCL17,CXCL17
TAC3RL	TACR3,TACR3
HBII8516	SNORD116-16,SNORD116-16
HBII8517	SNORD116-17,SNORD116-17
HBII8514	SNORD116-14,SNORD116-14
HBII8515	SNORD116-15,SNORD116-15
HBII8512	SNORD116-12,SNORD116-12
9130423L19RIK	ZKSCAN1,ZKSCAN1
HBII8510	SNORD116-10,SNORD116-10
HSD41	SAMD13,SAMD13
EFCAB6	EFCAB6
RBPMSAS1	RBPMS-AS1
ATP6D2	ATP6V0D2,ATP6V0D2
ICB1	THEMIS2,THEMIS2
FLARA3	IVNS1ABP,IVNS1ABP
PRO1886	TMEM231,TMEM231
CENP50	MLF1IP
EFCAB3	EFCAB3
RN7SL216P	RN7SL216P
RN5S445	RNA5SP445,RNA5SP445
MIR4632	MIR4632
OST226	OR1Q1,OR1Q1
MIR4633	MIR4633
PBD6A	PEX10,PEX10
PBD6B	PEX10,PEX10
BA276H193	CDC20,CDC20
MIR4635	MIR4635
SETD1A	SETD1A
SETD1B	SETD1B
NIM1	NIM1
ST3GALIA1	ST3GAL1,ST3GAL1
NIM3	RIMS3,RIMS3
RFPL3ANT	RFPL3S,RFPL3S
LINC00621	LINC00621
LINC00620	LINC00620
LINC00623	LINC00623
LINC00622	LINC00622
VATPS1	ATP6AP1,ATP6AP1
LINC00626	LINC00626
SPG66	ARSI,ARSI
D6D	FADS2,FADS2
YIP2F	REEP6,REEP6
DUB3	USP17L2
DUB1	USP36,USP36
SIAE	SIAE
TMEM51	TMEM51
RPL39P42	RPL39,RPL39
ASMTLAS	ASMTL-AS1
RNU6386P	RNU6-386P
MIR34B	MIR34B
THO2	THOC2,THOC2
WDC146	WDR33,WDR33
BLOM7	KIAA0907,KIAA0907
LETM1	LETM1
VMD5	IMPG2,IMPG2
VMD4	IMPG1,IMPG1
VMD2	BEST1,BEST1
RN7SL666P	RN7SL666P
RNU232P	RNU2-32P
IBD1	GALM,NOD2
TIRC7	TCIRG1,TCIRG1
MIR182	MIR182
LCHC1	FTCD,FTCD
DJ25J66	HCG15,HCG15
MDA20	RPL23A,RPL23A
C3ORF41	FAM198A,FAM198A
RNU6288P	RNU6-288P
RNU36A	SNORD36A,SNORD36A
NIMP	RTN4IP1,RTN4IP1
PXDN	PXDN
LCAL5	LINC00511,LINC00511
YIP2C	REEP4,REEP4
LCAL3	TRMU,TRMT1,TRNT1,TRMU
OST48	DDOST,WBP1,DDOST
MST1R	MST1R
BVVLS1	SLC52A3,SLC52A3
RNU6105P	RNU6-105P
BVVLS2	SLC52A2,SLC52A2
ARGP1	DGAT1,DGAT1
ARGP2	SOAT2,ACAT2,SOAT2
XLPD	SH2D1A,MTCP1,SH2D1A
HSGT2P	PPFIBP1,PPFIBP1
MIR139	MIR139
TTMA	TMEM200A,TMEM200C
ZNF492	ZNF492
LRCC	FH,FH
KCNJ2AS1	KCNJ2-AS1
BB439H183	KNDC1,KNDC1
LANCL2	LANCL2
LANCL3	LANCL3
LANCL1	LANCL1
GAPR1	GLIPR2
DJ122O82	LYRM2,LYRM2
HUNK	HUNK
NPEPPS	NPEPPS
RAB7A	RAB7A
GNPNAT1	GNPNAT1
FML2_HUMAN	FPR3,FPR3
EFEMP1	EFEMP1
EFEMP2	EFEMP2
RAB7L	RAB7L1
HFMI1	CELSR3,CELSR3
HFMI2	CELSR1,ME2,CELSR1
BTN8	BTNL9,BTNL9
BIND1	PTPLAD1
BTN6	MOG,MOG
MSTP071	ELP5,ELP5
BTN1	BTN1A1,BTN1A1
MSTP074	LSM10,LSM10
KIAA1892L	DCAF12L1,DCAF12L1
C10ORF10	C10orf10
C10ORF11	C10orf11
XLP2	XIAP,XIAP
C10ORF13	FGFBP3,FGFBP3,FGFBP3
C10ORF14	JAKMIP3,JAKMIP3
C1ORF147	C1orf147
C10ORF18	FAM208B,FAM208B
ZMYND23	SMYD5,SMYD5
ZMYND22	SMYD1,SMYD1
ZMYND21	SMYD4,SMYD4
SCTE	KLK5,KLK5
PFIC3	ABCB4,ABCB4
PFIC2	ABCB11
PFIC1	ATP8B1,ATP8B1
OR4M2	OR4M2
OR4M1	OR4M1
PFIC4	TJP2,HSD3B7
SCTR	SCTR
WNT5B	WNT5B
WNT5A	WNT5A
CRIB1	SCRIB,SCRIB
HOMS1	SART1,SART1
MIRN197	MIR197,MIR197,MIR197
RNU61277P	RNU6-1277P
MRT37	ANK3,ANK3
SYNCAM	CADM1,CADM1
CRBPIV	RBP7,RBP7
MRT34	CRADD,CRADD
PLCB1B	PLCB1,PLCB1
MRT39	TTI2,TTI2
MRT38	HERC2,HERC2
C3ORF67	C3orf67
RNU6643P	RNU6-643P
2210413P10RIK	VSIG2,CTH,VSIG2
AT2R1	AGTR1,AGTR1
HNRNPH1	HNRNPH1
HNRNPH3	HNRNPH3
HNRNPH2	HNRNPH2
MIR891A	MIR891A
CRBPII	RBP2,RBP2
NT5C2L1	NT5DC1,NT5DC1
MIR891B	MIR891B
RNU6250P	RNU6-250P
OTRPC3	TRPV5,TRPV5
RUTBC2	SGSM1,SGSM1
RUTBC3	SGSM3,SGSM3
C1ORF141	C1orf141
RUTBC1	SGSM2,SGSM2
MIRN191	MIR191,MIR191,MIR191
RAD51AP1	RAD51AP1
MIRN190	MIR190A,MIR190A,MIR190A
RNU61164P	RNU6-1164P
DYNAP	DYNAP
RBM10	RBM10
COX4B	COX4I2,COX4I2
SIAT10	ST3GAL6,ST3GAL6
SFH1P	SMARCB1,SMARCB1
99D81	CCT2,CCT2
MTSG1	MTUS1,MTUS1
UBE2	UBA7,UBA7
DPH6AS1	DPH6-AS1
LSC3	KIAA0930,KIAA0930
RNU6700P	RNU6-700P
NDUFB2AS1	NDUFB2-AS1
COX42	COX4I2,COX4I2
COX41	COX4I1,COX4I1
ICA1L	ICA1L
VCPDM	MATR3,MATR3
FFAR1L	GPR42,GPR42
CLR196	NLRP11,NLRP11
CLR195	NLRP4,PAN2,NLRP4
CLR194	NLRP7,NLRP7
SPG64	ENTPD1,ENTPD1
CLR192	NLRP8,NLRP8
CLR191	NLRP9,NLRP9
CP34	CYP3A4,CYP3A4
CP35	CYP3A5,CYP3A5
CP37	CYP3A7,CYP3A7
HNRNPUL2	HNRNPUL2
HNRNPUL1	HNRNPUL1
CP33	CYP3A4,CYP3A4
MRPS183	MRPS18A
RNU1128P	RNU1-128P
TL1A	TNFSF15,TNFSF15
FMLPRII	FPR2,FPR3
TMEM119	TMEM119
DHHC23	ZDHHC23,ZDHHC23
MIRNA125A	MIR125A,MIR125A,MIR125A
DHHC21	ZDHHC21
DPH7	DPH7
STOML3	STOML3
STOML2	STOML2
STOML1	STOML1
COL12A1L	COL12A1,COL12A1
EBAF	LEFTY2,LEFTY2
LINC00871	LINC00871
NEPMUCIN	CD300LG,CD300LG
MIRN5122	MIR512-2,MIR512-2,MIR512-2
AT7441	CCL4,CCL4
P105MCM	MCM6,MCM6
MIRN5121	MIR512-1,MIR512-1,MIR512-1
AKR1CL1	AKR1CL1
AKR1CL2	AKR1E2,AKR1E2
FOXG1	FOXG1
MIRN5161	MIR516A1,MIR516A1,MIR516A1
H731	PDCD4,PDCD4
DCAF13	DCAF13
DCAF12	DCAF12
DCAF11	DCAF11
DCAF10	DCAF10
DCAF17	DCAF17
DCAF16	DCAF16
CDKN2AAS1	C9orf53
DCAF14	PHIP,WDR11,PHIP
DCAF19	BRWD1,BRWD1
CK2A2	CSNK2A2,CSNK2A1,CSNK2A2
TXN	TXN
CK2A1	CSNK2A1,CSNK2A3,CSNK2A1
TXK	TXK
PLXN3	PLXNA3,PLXNA3
PLXN2	PLXNA2,PLXNA2
PLXN1	PLXNA1,NOV,PLXNA1
WARS2	WARS2
PLXN6	PLXNB3,PLXNB3
PLXN5	PLXNB1,PLXNB1
TMEM115	TMEM115
MIR1242	MIR124-2
EKN1	DYX1C1,DYX1C1
TRMT10A	TRMT10A
TRMT10C	TRMT10C
TRMT10B	TRMT10B
WI2925H41	WI2-925H4.1
SLC35E1	SLC35E1
P73L	TP63,TP63
CALDAGGEFI	RASGRP2,RASGRP1
TXS	TBXAS1,TBXAS1
P73H	TP63,TP63
UCCR72	UQCR10,UQCR10
RN5S502	RNA5SP502,RNA5SP502
MGU653B	SNORD9,SNORD9
VCIP135	VCPIP1,VCPIP1
MIRN134	MIR134,MIR134,MIR134
NUF2R	NUF2,NUF2
GNASAS1	GNAS-AS1
QK	QKI,QKI
HFLEDDG1	SLMO1
CYPIIJ2	CYP2J2,CYP2J2
RNU4ATAC	RNU4ATAC
DJ680N43	PROKR2,PROKR2
GATFC	GLYATL1,GLYATL1
HUMORF5	HELZ,HELZ
EAA5	GRIK3,GRIK3
EAA4	GRIK2,GRIK2
EAA1	GRIK4,GRIK4
EAA3	GRIK1,GRIK1
EAA2	GRIK5,GRIK2,GRIK5
MYOZ2	MYOZ2
MYOZ3	MYOZ3
MYOZ1	MYOZ1
RNU6894P	RNU6-894P
XTP12	C6orf62,C6orf62
MDS009	DTWD1,DTWD1
XTP11	FAM46A,FAM46A
TAFA2	FAM19A2
MDS001	BBX,BBX
SCCS2	TNFAIP8
MDS006	ADPRM,ADPRM
C17ORF112	C17orf112
MIR3176	MIR3176
NOFQ	PNOC,PNOC
RN7SL727P	RN7SL727P
RETGC	GUCY2D,GUCY2D
MTASPRS	DARS2,DARS2
2610028I09RIK	RIBC1,RIBC1
ALDR	ABCD2,ABCD2
KCASH1	KCTD11,REN,KCTD11
ALDP	ABCD1,AMN,ABCD1
KOX29	ZSCAN20,ZSCAN20
KOX28	ZNF30,ZNF30
ALDM	ALDH2,ALDH2
IBP160	AQR,AQR
ALDI	METTL7B,METTL7B
KOX21	ZNF37A,ZNF37A
KOX20	ZNF26,ZNF26
ALDD	PSMB8,PSMB8
KOX25	ZNF3,ZNF3
KOX24	ZNF28,ZNF28
KOX27	ZNF43,ZNF43
VTI1RP1	VTI1B,VTI1B
HZF	ZNF385A,RNF39
WRB	WRB
NWASP	WASL
MIRN26B	MIR26B,MIR26B,MIR26B
WRN	WRN
PIGPC1	PERP,PERP
CGI301	FBXO34,FBXO34
BYSTIN	BYSL,BYSL
WRS	EIF2AK3,KCNQ1
WRP	SRGAP3,SRGAP2,SRGAP3
RN5S503	RNA5SP503,RNA5SP503
RNU425P	RNU4-25P
SVOPL	SVOPL
BPG70P202	DDR1-AS1,DDR1-AS1
RN7SL581P	RN7SL581P
DXF34	SPIN2A,SPIN2A
HDPS1	PDSS1,TPT1,PDSS1
TCF15	TCF15
TCF14	HNF4A,HNF4A
TCF17	ZNF354A,ZNF354A
TCF16	CHUK,CHUK
TCF11	NFE2L1,NRF1,NFE2L1
TCF10	LEF1,LEF1,LEF1
TCF13	TEAD1
TCF12	TCF12
ENDOCAM	PECAM1,PECAM1,PECAM1
RHOH9	RHOC,RHOC
ENDOCAN	ESM1,ESM1
TCF19	TCF19
SUCLA2	SUCLA2
RNU6378P	RNU6-378P
BAP31	BCAP31,BCAP31
MRGPRG	MRGPRG
NXF5	NXF5
FAM120A	FAM120A
RDJCSS	RDH11,RDH11
USP35	USP35
P27KIP1	CDKN1B,CDKN1B
RN7SL491P	RN7SL491P
C14ORF22	NOVA1-AS1,NOVA1-AS1
MGC39976	TAF1C,TAF1C
UROD	UROD
ZIZ3	DOCK10,DOCK10
CMPK	CMPK1,CMPK1
CMPL	MPL,MPL
UROC	UCN,UCN
ADHALIN	SGCA,SGCA
MIR3689B	MIR3689B
OR4F29	OR4F29
DJ238O233	TREML1,TREML1
DJ238O231	TREML2,TREML2
IL1RP1	IL37
PAM	PAM
THMD3	SLC25A19,SLC25A19
RNA5SP505	RNA5SP505
HSAMIR380	MIR380,MIR380,MIR380
RSRFR2	MEF2B,MEF2B
TC10A	RHOQ,RHOQ
MIR3689F	MIR3689F
TC10B	RHOJ,RHOJ
HELS182MP	GNMT,GNMT
HMMR	HMMR
HMMS	IRX5,IRX5
TANK	TANK
HCII	SERPIND1,SERPIND1
RALDHII	ALDH1A2,ALDH1A2
TANGO10B	LGALS3BP,LGALS3BP
ALY	ALYREF,ALYREF,ALYREF
HBII419	SNORD98,SNORD98
NAV2AS3	NAV2-AS3
DCSIGN	CD209,CD209
PGM2	PGM2
RFT1	RFT1
HMMH	OGG1,OGG1
RPRD2	RPRD2
SBP2L	SECISBP2L,SECISBP2L
EGFRBPGRB2	GRB2,GRB2
GATA3AS1	GATA3-AS1
RFT3	SLC52A2,SLC52A2
HIMAP3	GIMAP5,GIMAP5
ALR	GFER,AKR1A1,KMT2D
C8ORF45	MCMDC2,MCMDC2
SGIP1	SGIP1
PERK	EIF2AK3,EIF2AK3
ABCB10	ABCB10
ANPEP	ANPEP
RNA5SP322	RNA5SP322
MIR346	MIR346
DNA2L	DNA2,DNA2
CLANC	NLRC4,NLRC4
NAG20	UBAP1,UBAP1,UBAP1
KLHL25	KLHL25
KLHL24	KLHL24
KLHL27	IPP,IPP
KLHL26	KLHL26
KLHL21	KLHL21
KLHL20	KLHL20
POLQ	POLQ
ACIX	ADCY9,ADCY9
TMEM81	TMEM81
TMEM80	TMEM80
PITPALPHA	PITPNA,PITPNA
LTB4H	CYP4F3,CYP4F3
SMS	SMS
POLZ	REV3L,REV3L
CCHLB1	CACNB1,CACNB1
SMO	SMO
SMN	STMN1,SMN1,SNRPN
POLE	POLE
POLD	POLD1,POLD1
POLB	POLB
POLA	POLA1,POLA1
SMH	CCDC103,CCDC103
SMG	SAMD4A,SNRPG
SMF	HMGXB3,SNRPF
SME	BRAF,SNRPE
SMD	SNRPN,SNRPN
POLK	POLK
P190B	ARHGAP5,ARHGAP5
P190A	ARHGAP35
POLH	POLH
GGT	GGT2,GGTLC3,GGT1
GIG39	FAM129A,FAM129A
GGR	GCGR,GCGR
REF1	APEX1,TEAD1,HAP1,TFPI2
LEP503	LENEP,LENEP
GIG30	RIPK2,CCK,RIPK2
GIG36	MGP,MGP
GIG35	EEF1G,EEF1G
GIG34	RPL11,RPL11
RNU39	SNORD55,SNORD39,SNORD55
GGF	NRG1,HRG,NRG1-IT2,NRG1
GGC	GGCT,GGCT
RNU31	SNORD31,SNORD31
GGL	GGT5,GGT5,GGT5
RNU33	SNORD33,SNORD33
RNU32	SNORD32A,SNORD32A
RNU35	SNORD35A,SNORD35A
GGH	GGH
RNU37	SNORD37,SNORD37
LEIF2H	IFNA14,IFNA14
IL17E	IL25,IL25
IL17F	IL17F
IL17A	IL17A
PCTA1	LGALS8
IL17C	IL17C
RN7SL680P	RN7SL680P
UTDP41	PKN3,PKN3
JC310	MAPKAP1,MAPKAP1
CHRDL2	CHRDL2
SMC6L1	SMC6,SMC6,SMC6
IL17R	IL17RA,IL17RA,IL17RA
DJ266L203	ERMARD,ERMARD
REFC	SLC19A1,RFC1,SLC19A1
HDCME31P	MS4A4A,MS4A7,MS4A4A
HTMEM175	TMEM175,TMEM175
DJ266L205	LINC00242,LINC00242
RNU475P	RNU4-75P
SSBP4	SSBP4
MTPNUT	LUZP6,LUZP6
DJ94G162	GOPC,GOPC
DJ94G161	DCBLD1,DCBLD1
BCT2	BCAT2,BCAM,BCAT2
POM210	NUP210,NUP210
THRP	THRSP,THRSP
TMEM8A	TMEM8A
RPIILS	POLR2A,POLR2A
TMEM8C	TMEM8C
FAM89B	FAM89B
HP1HSBETA	CBX1
GAL13	LGALS13,PLAC8,LGALS13
RN7SL633P	RN7SL633P
MIR31303	MIR3130-1,MIR3130-1,MIR3130-1
PROSER3	C19orf55
LP2561	MFSD7,MFSD7
C2CD2L	C2CD2L
CDH29	CDHR4,CDHR4
CDC23	CDC23
C7ORF39	ZC3HAV1L,ZC3HAV1L
NPHP19	DCDC2,DCDC2
MIR5579	MIR5579
EI24	EI24
OR2L5P	OR2L5,OR2L5
HOXD10	HOXD10
SGMS1	SGMS1
SNRNP102	PRPF6,PRPF6
PRC1	PRC1
HOXD11	HOXD11
SPOPL	SPOPL
IGH1	IGHD
OR14A2	OR14A2
G2L3	GAS2L3,GAS2L3
RENT3A	UPF3A,UPF3A
NGR3	RTN4RL1,RTN4RL1
TFIII90	GTF3C4,GTF3C4
LMCD1	LMCD1
SGLT4	SLC5A9,SLC5A9
DITHP	KLHL23,KLHL23
ZNF648	ZNF648
ZNF649	ZNF649
ZNF646	ZNF646
ZNF647	ZNF250,ZNF250
ZNF644	ZNF644
ZNF645	ZNF645
PTPSL	PTPRR,PTPRQ,PTPRR
CDH22	CDH22
STON2	STON2
GTPBP10	GTPBP10
CDH23	CDH23
STON1	STON1
IGHV	IGHD
RN7SL338P	RN7SL338P
CREB3	CREB3
KAP17	KRTAP1-1,KRTAP1-1,KRTAP1-1
FOXB1	FOXB1
TMG4	PRRG4,PRRG4
CDH25	DCHS1,CDH19,DCHS1
BEST3	BEST3
ZNF272	ZNF460,ZNF460
IGHD	IGHD
IGHE	IGHE
PD03104	FUNDC2,FUNDC2
IGHJ	IGHD
IGHM	IGHM
OR1G2	OR1G1,OR1G1
XE169	KDM5C,KDM5C
PER3	PER3
RNU211P	RNU2-11P
LIN54	LIN54
SGLT6	SLC5A11,SLC5A11
PRCC	PRCC
RN7SL258P	RN7SL258P
SGLT5	SLC5A10
OR11194	OR5M8,OR5M8
PRCD	PRCD
ZNF398	ZNF398
ZNF399	ZDHHC11,ZDHHC11
FLRT2	FLRT2
HQ0256	DDX47,DDX47
PLEKHG4B	PLEKHG4B
ZNF390	ZSCAN23,ZSCAN23
ZZANK2	MIB1,MIB1
ZNF392	ZSCAN16,ZSCAN16
PRCP	PRCP
ZNF394	ZNF394
ZNF395	ZNF395
PHACS	ACCS,ACCS
ZNF397	ZNF397
CXORF50B	FAM226B,FAM226B
KIAA1984AS1	KIAA1984-AS1
MO2L	CAB39L,CAB39L
DCTM4F2	TSPAN14,TSPAN14
ZZANK1	MIB2,MIB2
KRT6IRS1	KRT71,KRT71
REXO1L11P	REXO1L11P
KRT6IRS3	KRT73,KRT73
KRT6IRS2	KRT72,KRT72
MAAT1	MRPL28,MRPL28
ZNF346IT1	ZNF346-IT1
GRIDLOCK	HEY2,HEY2
DC7	VPS29,MOGAT3,MGAT3
NUDT22	NUDT22
NUDT21	NUDT21
NUDT20	DCP2,DCP2
DC4	AWAT2,AWAT2
PCDH3I	PCDHB8,PCDHB8
C7ORF38	FAM200A,FAM200A
SLIT2IT1	SLIT2-IT1
C14ORF127	NUBPL,NUBPL
POPDC1	BVES,POP1,BVES
POPDC2	POPDC2
POPDC3	POPDC3
LP2	RPLP2,RPLP2
LP1	RPLP1,RPLP1
LP0	RPLP0,RPLP0
RNU6866P	RNU6-866P
CLC4A	CLCN4,CLCN4
SPIN4	SPIN4
SPIN1	SPIN1
SIH002	PALLD,PALLD
SPIN2	SPIN2A,SPIN2B
NBC4	SLC4A5,SLC4A5
SPINO	PPP1R9B,SPN,PPP1R9B
IFT52	IFT52
NBC1	SLC4A4,SLC4A5,SLC4A4
CAF1A	CNOT7,MPP7,CHAF1B
CAF1B	CNOT8,CHAF1A
NBC2	SLC4A5,SLC4A4,SLC4A7
UNKL	UNKL
SH3D6A	SASH1,SASH1
SH3D6B	SAMSN1,SAMSN1
SH3D6C	SASH3,SASH3
LPS	IRF6,IRF6
LPP	LPP
LPO	LPO
MIRN765	MIR765,MIR765,MIR765
LPL	LPL
TCRBV25S1A2PT	TRBV16,TRBV16
LPI	SLC7A7,SLC7A7
LPH	LCT,POMC
LPG	APOE,APOE,APOE
GDAP1L1	GDAP1L1
LPD	RAPH1,ACSBG1
LPC	PCSK7,PCSK7
RBAP48	RBBP4,RBBP4
LPA	LPA
C1QTNF9	C1QTNF9
B7H5	HHLA2,C10orf54,VTCN1
B7H4	VTCN1
ABLBP3	ABI2,ABI2,ABI2
MTCCA	TRNT1,TRNT1
B7H1	CD274,CD274
ABLBP4	ABI1,ABI1,ABI1
B7H3	CD276
B7H2	ICOSLG
GPR73L1	PROKR2,PROKR2
BDG29	ZCCHC14
AKNAD1	AKNAD1
FSAP152	ACIN1,ACIN1
HSHTPCRX16	OR5L2,OR5L2
PCDHALPHAC2	PCDHAC2,PCDHAC2
PCDHALPHAC1	PCDHAC1,PCDHAC1
