RNF14	Rnf14
STC1	Stc1
TRPC1	Trpc1
CHDH	Chdh
EFHC1	Efhc1
CAPG	Capg
TPRKB	Tprkb
STC2	Stc2
ETHE1	Ethe1
PRDM16	Prdm16
ABCG1	Abcg1
ABCG2	Abcg2,Abcg3
PLSCR5	Plscr5
ABCG4	Abcg4
ABCG5	Abcg5
PRDM10	Prdm10
PLSCR1	1700057G04Rik,Plscr1,Plscr2
ABCG8	Abcg8
MPO	Mpo
HNF4G	Hnf4g
AVP	Avp
MPI	Mpi
PRKCZ	Prkcz
SPC25	Spc25
TARS2	Tars2
POLRMT	Polrmt
METTL21C	Mettl21c
TRPC5OS	Trpc5os
MPZ	Mpz
SRBD1	Srbd1
MCPH1	Mcph1
GRPEL1	Grpel1
GRPEL2	Grpel2
PLRG1	Plrg1
RP11108K148	Mtg1
WASH1	Wash1
SLC36A2	Slc36a2
KRIT1	Krit1
OR1S2	Olfr1496
ASPHD1	Asphd1
SNORD83	Gm25128
RNU272P	Gm25259
GADL1	Gadl1
TRABD2B	Trabd2b
SRGAP2B	Srgap2
HLX	Hlx
QRSL1	Qrsl1
FCER1G	Fcer1g
AKR1B10	Akr1b10,Akr1b7,Akr1b8
BTG3	Btg3,Gm7334
BTG2	Btg2
AKR1B15	Akr1b10,Akr1b7,Akr1b8
FAHD1	Fahd1
ZNF592	Zfp592
SLA2	Sla2
SNORA67	Gm22478,Gm24029,Gm24147,Gm24151,Gm24493,Gm25480,Gm25697,Gm26494
METAP1	Metap1
ZNF727	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
C10ORF88	2310057M21Rik
ZNF227	Zfp111
AC1363521	Ankrd26
C10ORF82	1700019N19Rik
SRD5A1	Srd5a1
AC1363522	Gm1123
ARMT1	Armt1
HELLS	Hells
RN7SKP154	Gm23046
ZCCHC3	Zcchc3
FAM49A	Fam49a
FAM49B	Fam49b
IGKV52	Igkv17-121,Igkv17-127
SNORD12	Snord12
SLC6A20	Slc6a20a,Slc6a20b
LRRC25	Lrrc25
GGA1	Gga1
GGA3	Gga3
GGA2	Gga2
NUAK1	Nuak1
TMEM38B	Tmem38b
RP11565P226	Nos1ap
SEPHS2	Sephs2
FHOD1	Fhod1
FHOD3	Fhod3
ADH7	Adh7
ADH6	Adh6a,Adh6b
ADH5	Adh5
ADH4	Adh4
PKD2	Pkd2
PKD1	Pkd1
NRL	Nrl
GJC2	Gjc2
GJC3	Gjc3
GJC1	Gjc1
ZNF138	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
SPRYD3	Spryd3
PRKACA	Prkaca
ZNF511	Zfp511
NUAK2	Nuak2
PRKACB	Prkacb
PSMB7	Psmb7
PSMB6	Psmb6
PSMB5	Psmb5
INIP	Inip
PSMB3	Gm4950,Psmb3
PSMB2	Psmb2
PSMB1	Psmb1
RP5877J21	Aqp1
RNU61285P	Gm25225
LMBR1L	Lmbr1l
SUPT7L	Supt7l
HDHD3	Hdhd3
HDHD2	Hdhd2
SNORA4	Gm24460,Gm24500,Gm24616,Gm24728,Gm25582,Gm25588,Gm26495
KLHDC9	Klhdc9
TTLL6	Ttll6
TRAV23DV6	Trav14-1,Trav14-2,Trav14-3,Trav14d-1,Trav14d-2,Trav14d-3-dv8,Trav14n-1,Trav14n-2,Trav14n-3
TDGF1	Tdgf1
KLK1	Klk1,Klk1b1,Klk1b11,Klk1b16,Klk1b21,Klk1b22,Klk1b24,Klk1b26,Klk1b27,Klk1b3,Klk1b4,Klk1b5,Klk1b8,Klk1b9
MASCRNAMENRNA	Gm27702
OMA1	Oma1
RAPSN	Rapsn
RMI1	Rmi1
CORO6	Coro6
CORO7	Coro7
RNU6231P	Gm22612,Gm24854,Gm27944
SNORD20	Gm24148
CIART	Ciart
UPK1A	Upk1a
SNORD25	Gm25855
KCNK9	Kcnk9
SNORD27	Gm24452
SNORD26	Gm25894
KCNK4	Kcnk4
KCNK5	Kcnk5
KCNK6	Kcnk6
KCNK7	Kcnk7
FAM155B	Tmem28
CRY1	Cry1
CRY2	Cry2
FAM155A	Fam155a
RETSAT	Retsat
RNU61158P	Gm22977,Gm24415
SULT2A1	Sult2a1,Sult2a3,Sult2a4,Sult2a5,Sult2a6,Sult2a7,Sult2a8
PRAMEF8	Pramef12
TRIML2	Triml2
GLTP	Gltp
NACC2	Nacc2
ACOT11	Acot11
ACOT12	Acot12
ACOT13	Acot13
VPS13A	Vps13a
SH3KBP1	Sh3kbp1
VPS13C	Vps13c
VPS13B	Vps13b
BEX4	Bex4,Bex6
BEX3	Ngfrap1
BEX2	Bex1,Bex2
BEX1	Bex1,Bex2
RNU6145P	Gm23731,Gm25596
TXLNG	Txlng
NUP160	Nup160
LINC01314	Gm2115
CRYM	Crym
TMEM163	Tmem163
TMEM165	Tmem165
TMEM164	Tmem164
EVI2A	Evi2a
TMEM168	Tmem168
EVI2B	Evi2b,Gm21975
FOXN1	Foxn1
FOXN2	Foxn2
FOXN3	Foxn3
NICN1	Nicn1
UGT1A5	Ugt1a2,Ugt1a5
XYLB	Xylb
COL14A1	Col14a1
PLBD2	Plbd2
GRIN2B	Grin2b
GRIN2C	Grin2c
GNA14	Gna14
GNA15	Gna15
GNA12	Gna12
GNA13	Gna13
GRIN2D	Grin2d
GNA11	Gna11
CYB5B	Cyb5b
PRKAR1A	Prkar1a
IFFO1	Iffo1
IFFO2	Iffo2
PRKAR1B	Prkar1b
MFGE8	Mfge8
SH2B1	Sh2b1
KLK5	Klk5
IL6ST	Il6st
FRRS1L	Frrs1l
SBF2	Sbf2
OR51H1	Olfr555,Olfr573-ps1
SAR1A	Sar1a
DBN1	Dbn1
RNU6730P	Gm23677
SAR1B	Sar1b
TPPP	Tppp
ADD2	Add2
RNU7133P	Gm22100,Gm22218,Gm22339,Gm22788,Gm22815,Gm22836,Gm22841,Gm23016,Gm23067,Gm23352,Gm23411,Gm23475,Gm23581,Gm23859,Gm24249,Gm24390,Gm24440,Gm24487,Gm24501,Gm24512,Gm24577,Gm24732,Gm24784,Gm25056,Gm25150,Gm25267,Gm25486,Gm25602,Gm25702,Gm26087,Gm26160,Gm26296,Gm26409,Gm26482,Gm27343,Gm27510,Gm27521,Gm27579,Gm27635,Gm27649,Gm27811,Gm27851,Gm27926,Gm27934,Gm27964,Gm28020
OGDH	Ogdh
IGKV311	Igkv18-36
ADD1	Add1
CDC73	Cdc73
WWP1	Wwp1
PILRB	Pilra,Pilrb1,Pilrb2
R3HDM1	R3hdm1
C15ORF39	1700017B05Rik
UPP1	Upp1
LMBRD2	Lmbrd2
LMBRD1	Lmbrd1
DAZL	Dazl
RN7SKP11	Gm22257,Gm24441
RN7SKP13	Gm22143
RN7SKP14	Gm23886
NOL9	Nol9
WNT7A	Wnt7a
RN7SKP18	Gm23385
RNU61018P	Gm25364
TAS2R10	Tas2r104,Tas2r105,Tas2r106,Tas2r107,Tas2r114
BCAT2	Bcat2
BCAT1	Bcat1
TAS2R13	Tas2r102,Tas2r121,Tas2r124
TMEM9B	Tmem9b
AAED1	Aaed1
MACROD2	Macrod2
MACROD1	Macrod1
RNU694P	Gm24128
LTF	Ltf
NEUROG1	Neurog1
ZNF729	Zfp729a,Zfp729b,Zfp738
AKAP4	Akap4
AKAP5	Akap5
AKAP6	Akap6
AKAP7	Akap7
DBNL	Dbnl
AKAP1	Akap1
AKAP2	Akap2,Pakap
AKAP3	Akap3
NPEPPS	Npepps
XKR8	Xkr8
EIF2D	Eif2d
AKAP8	Akap8
AKAP9	Akap9
EIF2A	Eif2a
PPIP5K1	Ppip5k1
CYP26A1	Cyp26a1
CCDC117	Ccdc117
PSTK	Pstk
PPIL4	Ppil4
SNORD124	Gm22059
TUBE1	Tube1
XXBACBPG246D159	Tap2
PHPT1	Phpt1
RNU6577P	Gm22083,Gm25045
RLF	Rlf
NFU1	Nfu1
RAB7B	Rab7b
RRP1B	Rrp1b
NOVA2	Nova2
NOVA1	Nova1
RAB7A	Rab7
HSP90B1	Hsp90b1
MCF2L	Mcf2l
RNU146P	Gm25153
SMC1B	Smc1b
KRR1	Krr1
TMEM132E	Tmem132e
FAM64A	Fam64a
TMEM132A	Tmem132a
PEG10	Peg10
SPATA16	Spata16
RNU6665P	Gm24035,Gm25705
OVGP1	Ovgp1
STRN	Strn
TRAJ53	Traj53
CETN3	Cetn3
CETN2	Cetn2
CETN1	Cetn1
CCL28	Ccl28
FAM92A1	Fam92a
DIO1	Dio1
DIO2	Dio2
DIO3	Dio3
CCL21	Ccl21a,Ccl21b,Ccl21c,Gm10591,Gm13304,Gm21541
CCL20	Ccl20
CCL23	Ccl6,Ccl9
CCL22	Ccl22
CCL25	Ccl25
C19ORF38	AB124611
CCL27	Ccl27a,Ccl27b,Gm13306
CCL26	Ccl26
ALPK1	Alpk1
RN7SL679P	Gm27853
ALPK3	Alpk3
ALPK2	Alpk2
TRIOBP	Triobp
UCK1	Uck1
ST7OT4_2	Gm27365
UCK2	Uck2
PHRF1	Phrf1
PRPF39	Prpf39
ST7OT4_3	Gm27542
CUX1	Cux1
CUX2	Cux2
TRGV5	Tcrg-V7
TMEM94	Tmem94
BRF2	Brf2
CYSTM1	Cystm1
SMIM19	Smim19
BRF1	Brf1
FSIP2	Fsip2
FSIP1	Fsip1
TRGV3	Tcrg-V7
DNAJC8	Dnajc8
DNAJC9	Dnajc9
MB	Mb
CAMSAP2	Camsap2
CAMSAP3	Camsap3
DNAJC6	Dnajc6
CAMSAP1	Camsap1
DNAJC1	Dnajc1
DNAJC2	Dnajc2
DNAJC3	Dnajc3
CYP4F12	Cyp4f14,Cyp4f15,Cyp4f40
GOSR2	Gosr2
SLC18A2	Slc18a2
SLC18A1	Slc18a1
GOSR1	Gosr1
SLCO6A1	Slco6c1,Slco6d1
RP11119J181	RP23-348B21.1
RRP15	Rrp15
CCDC97	Ccdc97
RNU6623P	Gm24927
RALBP1	Ralbp1
NRN1	Nrn1
RNU7197P	Gm27549
MAP3K6	Map3k6
RAP1B	Rap1b
RAP1A	Rap1a
PPP1R8	Ppp1r8
ZNF831	Zfp831
TRIM46	Trim46
RNU6502P	Gm22558,Gm23196
MAP3K4	Map3k4
SNORA64	Gm26418,Snora64
SNORA65	Gm22807,Gm24613,Gm25379,Gm26440,Snora65
SNORA66	Gm26387
SLC23A2	Slc23a2
SNORA60	Gm25129
SNORA61	Gm27931
SNORA62	Gm27295,Snora62
IPO11	Ipo11
LRIF1	Lrif1
MTNR1A	Mtnr1a
RNU61100P	Gm23038
ZNF410	Zfp410
FAM91A1	Fam91a1
IPO13	Ipo13
RBMY1A1	Gm10256,Gm10352,Gm21677,Gm21693,Gm21704,Gm21708,Gm29289,Gm3376,Gm4064,Rbmy
TRIM43	Trim43a,Trim43b,Trim43c
ATOH7	Atoh7
ACAT1	Acat1
ACAT2	Acat2,Acat3
TMC8	Tmc8
ATOH1	Atoh1
RNF152	Rnf152
CD200R1	Cd200r1,Cd200r2,Cd200r3,Cd200r4
LIMD1	Limd1
RNF151	Rnf151
NUGGC	Nuggc
ATOH8	Atoh8
PEX1	Pex1
PRRG1	Prrg1
MARVELD3	Marveld3
CTF1	Ctf1
HADH	Hadh
MECP2	Mecp2
RNA5SP84	Gm25551
TBPL1	Tbpl1
SPACA6	Spaca6
NADSYN1	Nadsyn1
PCDHGA5	Pcdhga5
LDLR	Ldlr
USF2	Usf2
TPGS2	Tpgs2
SIGMAR1	Sigmar1
RNU6768P	Gm25740
ZPBP	Zpbp
ZFP91CNTF	Zfp91
IL2RA	Il2ra
IL2RB	Il2rb
TRPV6	Trpv6
RAB33A	Rab33a
SLC17A9	Slc17a9
TPCN2	Tpcn2
IL2RG	Gm20489,Il2rg
SLC17A4	Slc17a4
MFSD14B	Mfsd14b
SLC17A6	Slc17a6
SLC17A7	Slc17a7
SLC17A1	Slc17a1
SLC17A2	Slc17a2
SETDB1	Setdb1
UBE2L3	Ube2l3
MDH1B	Mdh1b
TPP1	Tpp1
RBMXL2	Rbmxl2
PRTN3	Prtn3
TMEFF1	Tmeff1
CDK5RAP2	Cdk5rap2
CMTR2	Cmtr2
CMTR1	Cmtr1
CDK5RAP1	Cdk5rap1
RNU61269P	Gm24121
RPN1	Rpn1
SYCE1L	Syce1l
NUDT16L1	Nudt16l1
KIAA0319L	AU040320
MYF5	Myf5
AP5B1	Ap5b1
RNA5SP405	n-R5s196
GNB1	Gnb1
ERC1	Erc1
CHMP4B	Chmp4b
CCDC144A	4930430A15Rik,4930467E23Rik,4931423N10Rik,A26c2,Ankrd36,Gm15319,Gm1758,Gm21119,Gm7697,Gm9495,Poteg,RP23-202K1.1,RP24-344F2.1
BAX	Bax
SNORD1166	Gm22046,Gm22047,Gm22128,Gm22131,Gm22258,Gm22285,Gm22417,Gm22584,Gm22631,Gm22776,Gm22812,Gm22851,Gm22863,Gm22941,Gm23047,Gm23089,Gm23141,Gm23265,Gm23313,Gm23446,Gm23619,Gm23767,Gm23862,Gm23953,Gm24153,Gm24264,Gm24518,Gm24609,Gm24618,Gm24711,Gm24760,Gm25074,Gm25155,Gm25157,Gm25210,Gm25350,Gm25471,Gm25474,Gm25597,Gm25615,Gm25816,Gm25944,Gm26032,Gm26097,Gm26188,Gm26201,Gm26246,Gm26270,Gm26332,Gm26365,Gm26433,Gm26502,Gm26504,Snord116l1,Snord116l10,Snord116l11,Snord116l12,Snord116l13,Snord116l14,Snord116l15,Snord116l16,Snord116l17,Snord116l2,Snord116l3,Snord116l4,Snord116l5,Snord116l6,Snord116l7,Snord116l8,Snord116l9
BAD	Bad
IARS	Iars
BHMT2	Bhmt2
PRKCDBP	Prkcdbp
RNU6950P	Gm25464
COBLL1	Cobll1
SLC37A2	Slc37a2
OR52L1	Olfr685
CDK18	Cdk18
CDK19	Cdk19
GFI1B	Gfi1b
MYOD1	Myod1
PMPCA	Pmpca
TOB2	Tob2
CDK12	Cdk12
CDK13	Cdk13
CDK10	Cdk10
SMCO4	Smco4
CDK16	Cdk16
CDK17	Cdk17
CDK14	Cdk14
CDK15	Cdk15
SSTR3	Sstr3
ST5	St5
NEO1	Neo1
GZF1	Gzf1
ATP6V1B1	Atp6v1b1
ATP6V1B2	Atp6v1b2
RN7SKP137	Gm22058
AASDH	Aasdh
PIP5KL1	Pip5kl1
RNU61323P	Gm25126,Gm25404
RP11745O104	Tmbim4
KCNAB1	Kcnab1
BFSP2	Bfsp2
SLC22A17	Slc22a17
BFSP1	Bfsp1
FAM216B	Fam216b
SHOX2	Shox2
FAM216A	Fam216a
CTD2521M2410	Tmem221
CTD2521M2413	C430049E01Rik
CTD2568A171	Gm15517
MMP25	Mmp25
MMP24	Mmp24
MMP27	Mmp27
KCNAB2	Kcnab2
MMP21	Mmp21
MMP20	Mmp20
P2RY4	P2ry4
HOXB13	Hoxb13
IGKV240	Igkv2-109,Igkv2-112,Igkv2-137
ZC3H13	Zc3h13
RNU61191P	Gm23093
TFG	Tfg
HVCN1	Hvcn1
TSSK4	Tssk4
TOMM34	Tomm34
RPL36A	Rpl36al
RND1	Rnd1
RND2	Rnd2
PRR14L	Prr14l
NCL	Ncl
SPATA24	Spata24
CTNNBIP1	Ctnnbip1
TMEM171	Tmem171
PPP3CA	Ppp3ca
PPP3CB	Ppp3cb
PPP3CC	Ppp3cc
SNORD78	Snord78
RPL11	Gm5093
ZNF821	Zfp821
LIF	Lif
UBTF	Ubtf
KIAA1549	D630045J12Rik
RNU6751P	Gm24131
NCF1	Ncf1
LRRC41	Lrrc41
LRRC40	Lrrc40
LRRC43	Lrrc43
LRRC42	Lrrc42
LRRC45	Lrrc45
MMP23B	Mmp23
LRRC47	Lrrc47
LRRC46	Lrrc46
LRRC49	Lrrc49
GPATCH4	Gpatch4
ZC3H15	Zc3h15
B3GNT4	B3gnt4
DPYS	Dpys
B3GNT6	B3gnt6
B3GNT7	B3gnt7
FNDC8	Fndc8
FNDC9	Fndc9
B3GNT2	B3gnt2
B3GNT3	B3gnt3
FNDC4	Fndc4
FNDC5	Fndc5
FNDC7	Fndc7
B3GNT8	B3gnt8
ADRA2A	Adra2a
ADRA2B	Adra2b
ADRA2C	Adra2c
RNA5SP47	Gm25923
RNA5SP45	n-R5s73
PWWP2B	Pwwp2b
TEX22	Tex22
PWWP2A	Pwwp2a
TTC9C	Ttc9c
FGFR1	Fgfr1
TEX28	Tex28
GINM1	Ginm1
RNA5SP49	n-R5s76
PCYT1A	Pcyt1a
UPK3B	Upk3b
TBCCD1	Tbccd1
TSSK3	Tssk3
DAAM1	Daam1
DAAM2	Daam2
XAF1	Xaf1
PWP2	Pwp2
CCDC152	Ccdc152
CCDC153	Ccdc153
CCDC150	Ccdc150
CCDC151	Ccdc151
GUK1	Guk1
CCDC157	Ccdc157
CCDC154	Ccdc154
CCDC155	Ccdc155
CCDC158	Ccdc158
CCDC159	Ccdc159
WRAP73	Wrap73
H1FNT	H1fnt
RNU6840P	Gm24962
SYT8	Syt8
SYT9	Syt9
LRRC4C	Lrrc4c
LRRC4B	Lrrc4b
MTCH2	Mtch2
FN1	Fn1
ACR	Acr
SYT1	Syt1
SYT2	Syt2
PRAMEF19	Pramef12
SYT4	Syt4
SYT5	Syt5
SYT6	Syt6
SYT7	Syt7
RNU6394P	Gm23231
NBN	Nbn
RHO	Rho
ME1	Me1
MEP1A	Mep1a
MEP1B	Mep1b
TASP1	Tasp1
SNF8	Snf8
PCED1A	Pced1a
TRBV102	Trbv13-1,Trbv13-2,Trbv13-3
KISS1R	Kiss1r
PER3	Per3
FUBP3	Fubp3
NAT14	Nat14
FUBP1	Fubp1
COLQ	Colq
ZNF142	Zfp142
RN7SKP177	Gm23959
SCHIP1	Gm21949,Schip1
RNU6324P	Gm24121
SPZ1	Spz1
CEP104	Cep104
RN7SKP178	Gm22257,Gm24441
FAM189A2	Fam189a2
FAM189A1	Fam189a1
ZNHIT6	Znhit6
SSH1	Ssh1
MARCO	Marco
SAP30	Sap30
TRIM5	Trim12a,Trim12c,Trim30a,Trim30c,Trim30d,Trim5
WNT8B	Wnt8b
HFE	Hfe
TCP11L2	Tcp11l2
C21ORF62	4932438H23Rik
CNTROB	Cntrob
PALMD	Palmd
PRSS27	Prss27
SNORD96A	Snord96a
DRC7	Drc7
TYR	Tyr
ANGPT1	Angpt1
DRC3	Lrrc48
DRC1	Drc1
ZFYVE21	Zfyve21
MRPL45	Mrpl45
PALM2	Palm2
OXT	Oxt
DUPD1	Dupd1
ZFPM2	Zfpm2
SEPT10	Sept10
MANSC4	Mansc4
C22ORF39	2510002D24Rik,Gm28539
OR5T2	Olfr1086,Olfr1095,Olfr1101,Olfr141
MANSC1	Mansc1
RN7SL309P	Gm27853
MAGEA2B	1700080O16Rik,3830417A13Rik,Magea1,Magea10,Magea2,Magea3,Magea4,Magea5,Magea6,Magea8
CEP295NL	BC100451
SSTR5	Sstr5
MARC1	Marc1
MARC2	Marc2
ICMT	Icmt
TRIM7	Trim7
NIPA1	Nipa1
TBK1	Tbk1
RGP1	Rgp1
FCF1	Fcf1
MPZL1	Mpzl1
RNA5SP341	n-R5s15
ATP6V0A4	Atp6v0a4
LINC00694	Gm35549
ATP6V0A1	Atp6v0a1
ATP6V0A2	Atp6v0a2
TBC1D1	Tbc1d1
SLC22A15	Slc22a15
GUCA1A	Guca1a
RNU105C	Gm24346
RNU61001P	Gm26034
GUCA1B	Guca1b
KRT75	Krt75
KRT74	Krt74
KRT77	Krt77
KRT76	Krt76
KRT71	Krt71
KRT73	Krt73
KRT72	Krt72
TBC1D4	Tbc1d4
ATM	Atm
KRT79	Krt79
KRT78	Krt78
TBC1D5	Tbc1d5
UNC13A	Unc13a
SMPD4	Smpd4
ATR	Atr
ADAM33	Adam33
ACOXL	Acoxl
SMPD2	Smpd2
BRIP1	Brip1
PDE11A	Pde11a
TBC1D7	Tbc1d7
CBSL	Cbs
ITGBL1	Itgbl1
RNU6958P	Gm26411
ATP5A1	Atp5a1
HFE2	Hfe2
ZNF827	Zfp827
SASH3	Sash3
HYPM	Hypm
IGHA2	Igha
TTC28	Ttc28
AAMP	Aamp
HYPK	Hypk
TTC24	Ttc24
TTC25	Ttc25
TTC26	Ttc26
DOT1L	Dot1l
PATL2	Patl2
TTC22	Ttc22
PATL1	Patl1
IGHA1	Igha
KNL1	Casc5
TCL1B	Tcl1b1,Tcl1b2,Tcl1b3,Tcl1b4,Tcl1b5
RN7SL504P	Gm27853
CARS	Cars
PODXL2	Podxl2
TCL1A	Tcl1
IL6R	Il6ra
RP11447L101	Tctex1d2
ENO1	Eno1,Eno1b
ENO2	Eno2
ENO3	Eno3
ENO4	Eno4
ZEB2_AS1_1	Gm27761
UGT2B10	Ugt2b1,Ugt2b34,Ugt2b35,Ugt2b36,Ugt2b37,Ugt2b38,Ugt2b5
CARF	Carf
NPAT	Npat
TAOK2	Taok2
SYCP1	Sycp1
MCEMP1	Mcemp1
CNOT6L	Cnot6l
TPTE2	Tpte
FAXC	Faxc
SLC22A18	Slc22a18
LLGL1	Llgl1
ACOX2	Acox2
CTD2370N53	Evi2a
SLC22A14	Slc22a14
ACOX1	Acox1
SLC22A12	Slc22a12
SLC22A13	Slc22a13,Slc22a13b-ps
SSTR4	Sstr4
NSMCE1	Nsmce1
CELF5	Celf5
NSMCE3	1700020D05Rik
CFD	Cfd
RNU6293P	Gm22236,Gm24277,Gm24552,Gm24997
OBSCN	Obscn
PFDN1	Pfdn1
PTK2	Ptk2
PTK7	Ptk7
PTK6	Ptk6
RABGAP1	Rabgap1
SRRD	Srrd
SLC28A1	Slc28a1
PRKAA2	Prkaa2
PRKAA1	Prkaa1
IGHV3OR157	Ighv10-1,Ighv10-3,Ighv6-3,Ighv6-5,Ighv6-6,Ighv7-1,Ighv7-2,Ighv7-3,Ighv7-4
ITGB3BP	Itgb3bp
PFDN2	Pfdn2
RCSD1	Rcsd1
CSTL1	Cstl1
GAL3ST1	Gal3st1
POMP	Pomp
GAL3ST3	Gal3st3
GAL3ST2	Gal3st2,Gm6086,Gm9994
GAL3ST4	Gal3st4
RNU6220P	Gm22591,Gm24492
XPA	Xpa
IL18RAP	Il18rap
IL17RD	Il17rd
ATG16L1	Atg16l1
ATG16L2	Atg16l2
EOMES	Eomes
ARHGDIG	Arhgdig
ARHGDIB	Arhgdib
SNORD110	Snord110
RP4608O153	Cfh,Cfhr1,Cfhr2,Gm4788
ARHGDIA	Arhgdia
NANP	Gm6741,Nanp
NANS	Nans
USH1G	Ush1g
MATN1	Matn1
MATN3	Matn3
MATN2	Matn2
MATN4	Matn4
PCGEM1	Gm27330
ENDOG	Endog
STIL	Stil
PDSS2	Pdss2
CES1	Ces1b,Ces1c
CES3	Ces3a,Ces3b
EBF4	Ebf4
EBF3	Ebf3
EBF2	Ebf2
EBF1	Ebf1
FFAR2	Ffar2
FFAR3	Ffar3
KDM8	Kdm8
FFAR1	Ffar1
BDH2	Bdh2
ENDOV	Endov
ENDOU	Endou
BDH1	Bdh1
DDX23	Ddx23
DDX21	Ddx21
DDX20	Ddx20
DDX27	Ddx27
DDX25	Ddx25
DDX24	Ddx24
GULP1	Gulp1
IGDCC4	Igdcc4
DDX28	Ddx28
UNC13D	Unc13d
OTC	Otc
NT5C1BRDH14	Nt5c1b
ZNF90	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
ZNF91	Zfp729a,Zfp729b,Zfp738
ZNF92	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
ZNF93	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
PTHLH	Pthlh
ZNF98	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
C1ORF185	4930522H14Rik
UNC13C	Unc13c
FLVCR2	Mfsd7c
FBXO18	Fbxo18
AFF4	Aff4
UBE2J1	Ube2j1
FKBP10	Fkbp10
FKBP11	Fkbp11
TBX21	Tbx21
A3GALT2	A3galt2
FAM3B	Fam3b
FBXO11	Fbxo11
FAM3D	Oit1
FBXO17	Fbxo17
FBXO15	Fbxo15
SLC30A10	Slc30a10
PCK1	Pck1
TRAV4	Trav2
PDPN	Pdpn
GGPS1	Ggps1
SFTA2	Sfta2
NACA2	Naca
SNORD48	Gm25744
PROX1	Prox1
USP22	Usp22
CNGB1	Cngb1
SNORD90	Snord90
CNGB3	Cngb3
BCLAF1	Bclaf1
PARD6A	Pard6a
KIAA2012	Gm973
PLA2G6	Pla2g6
PLA2G7	Pla2g7
MARCKS	Marcks
PLA2G3	Pla2g3
GDPGP1	Gdpgp1
TRPM1	Trpm1
RN7SL865P	Gm27853
ATPAF2	Atpaf2
CCDC77	Ccdc77
ATPAF1	Atpaf1
CCDC73	Ccdc73
CCDC70	Ccdc70
CCDC71	Ccdc71
FPR1	Fpr1
FPR2	Fpr-rs3,Fpr-rs4,Fpr-rs6,Fpr-rs7,Fpr2,Fpr3
FPR3	Fpr-rs3,Fpr-rs4,Fpr-rs6,Fpr-rs7,Fpr2,Fpr3
CCDC78	Ccdc78
CGRRF1	Cgrrf1
TMEM109	Tmem109
TMEM108	Tmem108
NACAD	Nacad
HOPX	Hopx
SPARCL1	Sparcl1
TMEM102	Tmem102
SNORD4A	Snord4a
FOXH1	Foxh1
TMEM107	Tmem107
RPL3L	Rpl3l
TMEM104	Tmem104
SMPDL3B	Smpdl3b
RP1115H208	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
GHITM	Ghitm
C17ORF89	1810043H04Rik
TRANK1	Trank1
C17ORF80	D11Wsu47e
CSHL1	Gh
SPEN	Spen
RNU61161P	Gm23242
ZCWPW1	Zcwpw1
FKBP1B	Fkbp1b
FKBP1A	Fkbp1a
SPEG	Speg
MANEAL	Maneal
SARS	Sars
RAMP1	Ramp1
STAT6	Stat6
ZFYVE26	Zfyve26
RNU6432P	Gm25827
CXORF56	C330007P06Rik
CXORF57	D330045A20Rik
STOML2	Stoml2
STOML1	Stoml1
FBLIM1	Fblim1
TIMM8A	Gm9797,Timm8a1
RNU6798P	Gm24121
STK40	Stk40
DAXX	Daxx
CDC16	Cdc16
MET	Met
KRTAP411	Gm11555
AHNAK	Ahnak
TBATA	Tbata
NT5E	Nt5e
MAP10	Map10
TMEM40	Tmem40
C15ORF59	6030419C18Rik
ZNF431	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
C15ORF57	Ccdc32
LGALS9B	Lgals9
UNC50	Unc50
NKAIN4	Nkain4
NKAIN3	Nkain3
C15ORF52	A430105I19Rik
NKAIN1	Nkain1
MAP1A	Map1a
MAP1B	Map1b
RN7SKP35	Gm25392
IGSF9B	Igsf9b
PDCL3	Pdcl3
RMI2	Rmi2
RN7SKP31	Gm26415
LBX2	Lbx2
UNC5C	Unc5c
VGF	Vgf
LBX1	Lbx1
UNC5D	Unc5d
CCM2	Ccm2
MAP1S	Map1s
FRMD8	Frmd8
ZNF430	Zfp457,Zfp458,Zfp595,Zfp65,Zfp759
CCP110	Ccp110
IMMP1L	Immp1l
FRMD5	Frmd5
FRMD6	Frmd6
FRMD7	Frmd7
PLCD4	Plcd4
PKNOX1	Pknox1
PKNOX2	Pknox2
FRMD3	Frmd3
SNRPF	Snrpf
GNAQ	Gnaq
GNAS	Gnas
MED13L	Med13l
C12ORF4	D6Wsu163e
PTCD3	Ptcd3
DSCR3	Dscr3
PTCD1	Ptcd1
PRL	Prl,Prl2a1,Prl2b1,Prl2c1,Prl2c2,Prl2c3,Prl2c5,Prl3a1,Prl3b1,Prl3c1,Prl3d1,Prl3d2,Prl3d3,Prl4a1,Prl5a1,Prl6a1,Prl7a1,Prl7a2,Prl7b1,Prl7c1,Prl7d1
GNAL	Gnal
UBA2	Uba2
HLTF	Hltf
AGFG2	Agfg2
CYP26C1	Cyp26c1
DPF2	Dpf2
DPF3	Dpf3
DPF1	Dpf1
ASNA1	Asna1
RN7SL152P	Gm27853
RPS12	Rps12-ps3
